date,location,level,code,course,trainer,company,Name,Email,score,certificate
2019-07-04,Saudi Arabia,2,Course-code_10,Course_10,Trainer_1,Company_53,Erika,stephanie48@example.net,Credit,ADFVD-46879
2019-07-04,Saudi Arabia,2,Course-code_10,Course_10,Trainer_1,Company_53,Sherri,sacosta@example.net,Pass,ADFVD-46880
2019-07-04,Saudi Arabia,2,Course-code_10,Course_10,Trainer_1,Company_53,Melinda,abbottdoris@example.com,Pass,ADFVD-46881
2019-07-04,Saudi Arabia,2,Course-code_10,Course_10,Trainer_1,Company_53,Isabella,cristina34@example.net,Pass,ADFVD-46882
2019-07-04,Saudi Arabia,2,Course-code_10,Course_10,Trainer_1,Company_53,Bernard,bchung@example.com,Pass,ADFVD-46883
2019-07-04,Malaysia,3,Course-code_13,Course_13,Trainer_1,Company_53,Carolyn,weisstimothy@example.org,Pass,ADFVD-47195
2019-06-28,Saudi Arabia,1,Course-code_14,Course_14,Trainer_1,Company_53,Warren,craigsharp@example.com,No Exam,
2019-06-28,Saudi Arabia,1,Course-code_14,Course_14,Trainer_1,Company_53,Walter,johnlopez@example.org,No Exam,
2019-06-28,Saudi Arabia,1,Course-code_14,Course_14,Trainer_1,Company_53,Gina,dan64@example.com,No Exam,
2019-06-28,Saudi Arabia,1,Course-code_14,Course_14,Trainer_1,Company_53,Lauren,sarah39@example.net,No Exam,
2019-06-28,Saudi Arabia,1,Course-code_14,Course_14,Trainer_1,Company_53,Howard,chris85@example.com,No Exam,
2019-06-27,Saudi Arabia,2,Course-code_10,Course_10,Trainer_1,Company_53,Dalton,jeffrey87@example.org,Credit,ADFVD-46871
2019-06-27,Saudi Arabia,2,Course-code_10,Course_10,Trainer_1,Company_53,Patty,yford@example.net,Credit,ADFVD-46872
2019-06-27,Saudi Arabia,2,Course-code_10,Course_10,Trainer_1,Company_53,Brenda,wbullock@example.net,Pass,ADFVD-46873
2019-06-27,Saudi Arabia,2,Course-code_10,Course_10,Trainer_1,Company_53,Seth,lmathews@example.net,Pass,ADFVD-46874
2019-06-27,Saudi Arabia,2,Course-code_10,Course_10,Trainer_1,Company_53,Daisy,juanvasquez@example.org,Credit,ADFVD-46875
2019-06-27,Saudi Arabia,2,Course-code_10,Course_10,Trainer_1,Company_53,Dan,wandamayer@example.com,Credit,ADFVD-46876
2019-06-24,South Africa,3,Course-code_12,Course_12,Trainer_3,Company_64,Johnathan,fishersydney@example.com,Exam not taken,
2019-06-24,South Africa,3,Course-code_12,Course_12,Trainer_3,Company_64,Jackie,caitlynhoffman@example.org,Exam not taken,
2019-06-17,South Africa,2,Course-code_10,Course_10,Trainer_3,Company_64,Mandy,caseian@example.com,Pass,ADFVD-46694
2019-06-17,South Africa,2,Course-code_10,Course_10,Trainer_3,Company_64,Margaret,vbray@example.com,Fail,
2019-03-20,Nigeria,2,Course-code_18,Course_18,Trainer_17,Company_35,Lucas,mackenzie07@example.org,No Exam,
2019-03-20,Nigeria,2,Course-code_18,Course_18,Trainer_17,Company_35,Jaclyn,tanyabeasley@example.org,No Exam,
2019-03-20,Nigeria,2,Course-code_18,Course_18,Trainer_17,Company_35,Jill,avilahector@example.com,No Exam,
2019-03-20,Nigeria,2,Course-code_18,Course_18,Trainer_17,Company_35,Bradley,paigedoyle@example.net,No Exam,
2019-03-20,Nigeria,2,Course-code_18,Course_18,Trainer_17,Company_35,Roberto,dianeporter@example.net,No Exam,
2019-03-18,Ghana,2,Course-code_10,Course_10,Trainer_1,Company_96,Willie,maddenariana@example.org,Exam not taken,
2019-03-18,Alaska,2,Course-code_10,Course_10,Trainer_1,Company_58,Ariel,pvargas@example.net,Exam not taken,
2019-03-18,Alaska,2,Course-code_10,Course_10,Trainer_1,Company_58,Jeremy,patrickbray@example.net,Exam not taken,
2019-03-18,Alaska,2,Course-code_10,Course_10,Trainer_1,Company_58,Lee,deannablack@example.org,Exam not taken,
2019-03-18,Alaska,2,Course-code_10,Course_10,Trainer_1,Company_58,Sara,tsharp@example.net,Exam not taken,
2019-03-11,Ghana,3,Course-code_12,Course_12,Trainer_1,Company_58,Monique,john91@example.com,Exam not taken,
2019-03-11,Alaska,3,Course-code_12,Course_12,Trainer_1,Company_58,Ariel,wschaefer@example.org,Exam not taken,
2019-03-11,Alaska,3,Course-code_12,Course_12,Trainer_1,Company_58,Luis,wrightmanuel@example.com,Exam not taken,
2019-03-11,Alaska,3,Course-code_12,Course_12,Trainer_1,Company_58,Greg,fevans@example.com,Exam not taken,
2019-03-11,Alaska,3,Course-code_12,Course_12,Trainer_1,Company_58,Pamela,shepherdtamara@example.net,Exam not taken,
2019-01-23,Nigeria,2,Course-code_14,Course_14,Trainer_1,Company_35,Anne,egeorge@example.org,No Exam,
2019-01-23,Nigeria,2,Course-code_14,Course_14,Trainer_1,Company_35,Mandy,jesushowell@example.com,No Exam,
2019-01-23,Nigeria,2,Course-code_14,Course_14,Trainer_1,Company_35,Angel,zdavies@example.net,No Exam,
2019-01-23,Nigeria,2,Course-code_14,Course_14,Trainer_1,Company_35,Bryce,chelsey42@example.net,No Exam,
2019-01-23,Nigeria,2,Course-code_14,Course_14,Trainer_1,Company_35,Whitney,kirkoliver@example.com,No Exam,
2019-01-23,Nigeria,2,Course-code_14,Course_14,Trainer_1,Company_35,Natalie,preston37@example.net,No Exam,
2018-12-19,Nigeria,2,Course-code_7,Course_7,Trainer_11,Company_35,Tony,hsims@example.net,Fail,
2018-12-19,Nigeria,2,Course-code_7,Course_7,Trainer_11,Company_35,Darren,javier37@example.org,Pass,ADFVD-47365
2018-12-19,Nigeria,2,Course-code_7,Course_7,Trainer_11,Company_35,Max,costapaige@example.org,Pass,ADFVD-47366
2018-12-19,Nigeria,2,Course-code_7,Course_7,Trainer_11,Company_89,Glen,alisha37@example.net,Pass,ADFVD-47361
2018-12-19,Nigeria,2,Course-code_7,Course_7,Trainer_11,Company_89,Cynthia,rose09@example.com,Pass,ADFVD-47362
2018-12-19,Nigeria,2,Course-code_7,Course_7,Trainer_11,Company_89,Johnny,pattontyrone@example.net,Pass,ADFVD-47364
2018-12-12,Nigeria,2,Course-code_7,Course_7,Trainer_11,Company_35,Daniel,brice@example.com,Pass,ADFVD-47355
2018-12-12,Nigeria,2,Course-code_7,Course_7,Trainer_11,Company_35,Courtney,marisa79@example.net,Fail,
2018-12-12,Nigeria,2,Course-code_7,Course_7,Trainer_11,Company_35,Francisco,bairddesiree@example.com,Pass,ADFVD-47359
2018-12-12,Nigeria,2,Course-code_7,Course_7,Trainer_11,Company_89,Isaac,quinnmichelle@example.org,Pass,ADFVD-47357
2018-12-12,Nigeria,2,Course-code_7,Course_7,Trainer_11,Company_89,Katie,guzmanjoyce@example.com,Fail,
2018-12-12,Nigeria,2,Course-code_7,Course_7,Trainer_11,Company_89,Zachary,ssanford@example.net,Pass,ADFVD-47360
2018-12-07,UK,2,Course-code_10,Course_10,Trainer_1,Company_65,Damon,chelseyconner@example.org,Pass,ADFVD-46781
2018-12-07,Nigeria,2,Course-code_7,Course_7,Trainer_11,Company_35,Karl,bschwartz@example.org,Pass,ADFVD-47349
2018-12-07,Nigeria,2,Course-code_7,Course_7,Trainer_11,Company_35,Kiara,tranannette@example.org,Fail,
2018-12-07,Nigeria,2,Course-code_7,Course_7,Trainer_11,Company_35,Andrew,gabrielfranklin@example.com,Pass,ADFVD-47352
2018-12-07,Nigeria,2,Course-code_7,Course_7,Trainer_11,Company_89,Kerri,summerhudson@example.org,Pass,ADFVD-47351
2018-12-07,Nigeria,2,Course-code_7,Course_7,Trainer_11,Company_89,Sherri,mitchellsexton@example.org,Pass,ADFVD-47353
2018-12-07,Nigeria,2,Course-code_7,Course_7,Trainer_11,Company_89,Randall,krojas@example.net,Fail,
2018-11-12,Angola,2,Course-code_7,Course_7,Trainer_3,Company_18,Darin,berryjaime@example.net,Fail,
2018-11-12,Angola,2,Course-code_7,Course_7,Trainer_3,Company_18,Julie,coltonknox@example.com,Pass,ADFVD-47379
2018-11-12,Angola,2,Course-code_7,Course_7,Trainer_3,Company_18,Kayla,ehensley@example.net,Exam not taken,
2018-11-12,Angola,2,Course-code_7,Course_7,Trainer_3,Company_18,Kara,jchen@example.net,Fail,
2018-11-12,Angola,2,Course-code_7,Course_7,Trainer_3,Company_18,Barbara,parkerkatie@example.net,Pass,ADFVD-47382
2018-11-12,Angola,2,Course-code_7,Course_7,Trainer_3,Company_18,Sophia,amberpierce@example.net,Exam not taken,
2018-11-12,Angola,2,Course-code_7,Course_7,Trainer_3,Company_18,Daniel,cfischer@example.org,Exam not taken,
2018-11-12,Angola,2,Course-code_7,Course_7,Trainer_3,Company_18,Eileen,tyroneoneill@example.com,Exam not taken,
2018-10-15,Angola,2,Course-code_10,Course_10,Trainer_3,Company_18,Kaitlin,bridget43@example.net,Fail,
2018-10-15,Angola,2,Course-code_10,Course_10,Trainer_3,Company_18,Lydia,toddhaley@example.net,Pass,ADFVD-46817
2018-10-15,Angola,2,Course-code_10,Course_10,Trainer_3,Company_18,Eileen,dsantana@example.net,Pass,ADFVD-46818
2018-10-15,Angola,2,Course-code_10,Course_10,Trainer_3,Company_18,Darrell,sabrina21@example.com,Credit,ADFVD-46819
2018-10-15,Angola,2,Course-code_10,Course_10,Trainer_3,Company_18,Peggy,carlybrock@example.org,Fail,
2018-10-15,Angola,2,Course-code_10,Course_10,Trainer_3,Company_18,Yolanda,herringfrancisco@example.org,Pass,ADFVD-46821
2018-10-15,Angola,2,Course-code_10,Course_10,Trainer_3,Company_18,Victor,latasha71@example.com,Pass,ADFVD-46822
2018-10-15,Angola,2,Course-code_10,Course_10,Trainer_3,Company_18,Earl,ihess@example.org,Fail,
2018-10-15,Angola,2,Course-code_10,Course_10,Trainer_3,Company_18,Alison,darrylturner@example.org,Fail,
2018-10-15,Angola,2,Course-code_10,Course_10,Trainer_3,Company_18,Ana,rebeccakeith@example.com,Fail,
2018-10-15,Angola,2,Course-code_10,Course_10,Trainer_3,Company_18,Becky,charlenemack@example.net,Fail,
2018-10-01,Saudi Arabia,2,Course-code_10,Course_10,Trainer_3,Company_18,Judith,francis36@example.org,Fail,
2018-10-01,Angola,2,Course-code_10,Course_10,Trainer_3,Company_18,Devon,tammyromero@example.com,Fail,
2018-10-01,Angola,2,Course-code_10,Course_10,Trainer_3,Company_18,Emily,daisyaguilar@example.org,Fail,
2018-10-01,Angola,2,Course-code_10,Course_10,Trainer_3,Company_18,Dean,karl59@example.org,Fail,
2018-10-01,Angola,2,Course-code_10,Course_10,Trainer_3,Company_18,Daisy,juanvasquez@example.org,Fail,
2018-10-01,Angola,2,Course-code_10,Course_10,Trainer_3,Company_18,Dan,wandamayer@example.com,Fail,
2018-10-01,Angola,2,Course-code_10,Course_10,Trainer_3,Company_18,Dalton,steve65@example.net,Fail,
2018-10-01,Angola,2,Course-code_10,Course_10,Trainer_3,Company_18,Cindy,ksnyder@example.net,Fail,
2018-10-01,Angola,2,Course-code_10,Course_10,Trainer_3,Company_18,Erika,stephanie48@example.net,Fail,
2018-10-01,Angola,2,Course-code_10,Course_10,Trainer_3,Company_18,Sherri,sacosta@example.net,Fail,
2018-10-01,Angola,2,Course-code_10,Course_10,Trainer_3,Company_18,Melinda,abbottdoris@example.com,Fail,
2018-08-23,Kenya,3,Course-code_12,Course_12,Trainer_2,Company_59,Selena,valenzuelasteve@example.org,Pass,ADFVD-47289
2018-08-23,Kenya,3,Course-code_12,Course_12,Trainer_2,Company_59,Mandy,mshort@example.com,Pass,ADFVD-47290
2018-08-23,Kenya,3,Course-code_12,Course_12,Trainer_2,Company_59,Victor,alexandratorres@example.com,Fail,
2018-07-24,USA,1,Course-code_8,Course_8,Trainer_1,Company_37,Sylvia,andreadouglas@example.org,No Exam,
2018-07-24,USA,1,Course-code_8,Course_8,Trainer_1,Company_37,Whitney,xstein@example.net,No Exam,
2018-07-24,USA,1,Course-code_8,Course_8,Trainer_1,Company_37,Michaela,alejandrodiaz@example.net,No Exam,
2018-07-24,USA,1,Course-code_8,Course_8,Trainer_1,Company_37,Steven,dlawson@example.com,No Exam,
2018-07-24,Nigeria,1,Course-code_8,Course_8,Trainer_1,Company_37,Katie,sharon37@example.org,No Exam,
2018-06-25,USA,1,Course-code_8,Course_8,Trainer_1,Company_37,Cheryl,lesliebuck@example.org,No Exam,
2018-06-25,USA,1,Course-code_8,Course_8,Trainer_1,Company_37,Yolanda,curtis23@example.org,No Exam,
2018-06-25,USA,1,Course-code_8,Course_8,Trainer_1,Company_37,Christina,gamblebeth@example.org,No Exam,
2018-06-25,USA,1,Course-code_8,Course_8,Trainer_1,Company_37,Dustin,dianasloan@example.com,No Exam,
2018-06-25,USA,1,Course-code_8,Course_8,Trainer_1,Company_37,Angel,calhounearl@example.com,No Exam,
2018-06-25,USA,1,Course-code_8,Course_8,Trainer_1,Company_37,Jill,xfoster@example.org,No Exam,
2018-06-25,USA,1,Course-code_8,Course_8,Trainer_1,Company_37,Gail,gregjenkins@example.com,No Exam,
2018-06-25,USA,1,Course-code_8,Course_8,Trainer_1,Company_37,Suzanne,conraddave@example.com,No Exam,
2018-06-25,USA,1,Course-code_8,Course_8,Trainer_1,Company_37,Joanne,dukestefanie@example.com,No Exam,
2018-06-25,USA,1,Course-code_8,Course_8,Trainer_1,Company_37,Cole,terryedwards@example.com,No Exam,
2018-06-25,USA,1,Course-code_8,Course_8,Trainer_1,Company_37,Joshua,uhampton@example.com,No Exam,
2018-06-25,USA,1,Course-code_8,Course_8,Trainer_1,Company_37,Suzanne,lutztimothy@example.com,No Exam,
2018-06-20,Kenya,3,Course-code_12,Course_12,Trainer_2,Company_28,Luke,jose94@example.com,Pass,ADFVD-47285
2018-06-20,Kenya,3,Course-code_12,Course_12,Trainer_2,Company_28,Bryan,mccormicksandy@example.com,Credit,ADFVD-47286
2018-06-20,Kenya,3,Course-code_12,Course_12,Trainer_2,Company_28,Duane,jgrant@example.org,Fail,
2018-06-20,Kenya,3,Course-code_12,Course_12,Trainer_2,Company_28,Joanne,michelemason@example.org,No Exam,
2018-06-08,Nigeria,2,Course-code_10,Course_10,Trainer_11,Company_24,Antonio,gonzalesmichael@example.net,Fail,
2018-06-08,Nigeria,2,Course-code_10,Course_10,Trainer_11,Company_24,Robin,nancygardner@example.org,Fail,
2018-06-08,Nigeria,2,Course-code_10,Course_10,Trainer_11,Company_24,Terrence,kelly02@example.com,Fail,
2018-06-08,Nigeria,2,Course-code_10,Course_10,Trainer_11,Company_24,Angelica,ritterjoanne@example.org,Fail,
2018-06-08,Nigeria,2,Course-code_10,Course_10,Trainer_11,Company_24,Cameron,chamberscheyenne@example.org,Fail,
2018-06-01,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_24,Steve,nicole39@example.org,Pass,ADFVD-46145
2018-06-01,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_24,Franklin,carlos21@example.org,Fail,
2018-06-01,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_24,Mary,djordan@example.net,Pass,ADFVD-46147
2018-06-01,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_24,Krista,raymartin@example.org,Fail,
2018-06-01,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_24,Tim,kiddbryce@example.net,Fail,
